,MoSD2,MoSD2en,MoSD3,MoSD1,GEO1,workspace_id,date,MoSDGPS_SQ002,MoSDGPS_SQ001
4187,shorsh educational dental center / سه‌نته‌رى شۆڕشى ددانى فێركارى,shorsh educational dental center,Other,0101010,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-08 07:34:55,45.4517,35.541
4188,Dr. Jamal Ahmad Rashid Pediatrics teaching hospital / نەخۆشخانەی منداڵانی فێرکاری د.جمال ‌احمد رشید,Dr. Jamal Ahmad Rashid Pediatrics teaching hospital,Hospital,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-12 07:34:55,45.44383,35.5622
4189,shar hospital / نه‌خۆشخانه‌ى شار,shar hospital,Hospital,0101020,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-07 07:34:55,45.4425,35.5813
4190,shahid shaswary garmian hospital for - bone marrow transplantation / نه‌خۆشخانه‌ى شه‌هيد شاسوارى گه‌رميان - چاندنى مۆخى ئێسك,shahid shaswary garmian hospital for - bone marrow transplantation,Specialized Center,0101021,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-08 07:34:55,45.4513,35.5417
4191,Hiwa Hospital / نەخۆشخانەی هیوا,Hiwa Hospital,Specialized Center,0101018,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-07 07:34:55,45.4519,35.5421
4192,Shahid Azad Mustafa Primary healthcare center ( Branch / بنکەی تەندروستی شەهید ئازاد مصطفی,Shahid Azad Mustafa Primary healthcare center ( Branch,Primary Health Care Center - Branch,010102,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-10 07:34:55,45.428,35.5898
4194,Shahid Dr.Baxtyar Specialist clinic Evening / کلینیکی پسپۆری شەهید د. بەختیار,Shahid Dr.Baxtyar Specialist clinic Evening,Public Health Clinic,0101011,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-10 07:34:55,45.4346,35.5748
4195,D.Rafeiq shex Ali Barawey consultation clinic / کلینیکی راوێژکاری د.رفیق علی باراوی,D.Rafeiq shex Ali Barawey consultation clinic,Other,0101017,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-10 07:34:55,45.4656,35.5606
4196,Ali Kamal Specialist Clinic \ Evening / کلینیکی پسپۆری علی کمال/ئێواران,Ali Kamal Specialist Clinic \ Evening,Public Health Clinic,0101019,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-10 07:34:55,45.4469,35.5617
4197,Shahid Saifadein consultation  clinic _ evening / کلینیکی  راوێژکاری شەهید سیف الدین/ئێواران,Shahid Saifadein consultation  clinic _ evening,Public Health Clinic,0101019,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-10 07:34:55,45.4462,35.562
4198,Shahid Dr. Edris Dental Clinic evening / کلینیکی شەهید د.ئیدریسی ددان/ئێواران,Shahid Dr. Edris Dental Clinic evening,Public Health Clinic,010106,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-10 07:34:55,45.446,35.5604
4199,Shahid Dr.Sardar primary healthcare  Center Main / مةلبةندى تةندروستى شةهيد د.سردار,Shahid Dr.Sardar primary healthcare  Center Main,Primary Health Care Center - Main,0101015,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-10 07:34:55,45.4627,35.5679
4200,Shahid Dr.Srwd consultation clinic evening / کلینیکی راوێژکاری شەهید د.سروود/ئێواران,Shahid Dr.Srwd consultation clinic evening,Public Health Clinic,0101023,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-10 07:34:55,45.435,35.5736
4201,Dr. Ibrahim abbas consultation clinic _ evening / کلینیکی راوێژکاری د.ابراهیم عباس /ئێواران,Dr. Ibrahim abbas consultation clinic _ evening,Public Health Clinic,0101012,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-10 07:34:55,45.3984,35.5641
4202,Ali Naji Clinic for Coronavirus\ Evening / کلینیکی علی ناجی تايبةت  بة كرونا/ئێواران,Ali Naji Clinic for Coronavirus\ Evening,Public Health Clinic,0101020,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-10 07:34:55,45.421,35.5603
4203,General Laboratory Two / تاقیگەی تةندروستى  گشتی دوو,General Laboratory Two,Central Public Health Laboratory,0101023,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-10 07:34:55,45.435,35.5736
4204,Directorate of blood bank / بةريوةبةرايةتى بانكى خوينى سليمانى,Directorate of blood bank,Blood Bank Center -Main,0101022,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-10 07:34:55,45.444,35.565
4205,Shahid Dr.Bakhtyar  Preimary Healthcare center _ main / مەلبەندی تەندروستی شەهید د.بەختیار,Shahid Dr.Bakhtyar  Preimary Healthcare center _ main,Primary Health Care Center - Main,0101011,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-10 07:34:55,45.4346,35.5748
4206,Department of medical devices / هۆبەی ئامێرە پزیشکیەکان,Department of medical devices,Other,0101024,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-10 07:34:55,45.4449,35.5616
4208,zhianawa cancer center / سەنتەری ژیانەوە بۆ چارەسەرکردنی شێرپەنجە بەتیشک,zhianawa cancer center,Other,010106,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-13 07:34:55,45.4572,35.5214
4209,ibrahim ahmad family medicine center / سەنتەری پزیشکی خێزانی مامۆستا ابراهیم احمد,ibrahim ahmad family medicine center,Primary Health Care Center - Family Medicine Health Care Center,010107,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-14 07:34:55,45.4829,35.5584
4210,shahid jabbar sheikh fatah center health (dr. nabaz) for treatment of skin diseases / سه‌نته‌رى شه‌هيد جبار شێخ فتاح ناسراو به‌ (د. نه‌به‌ز) بۆ چاره‌سه‌رى نه‌خۆشيه‌كانى پێست,shahid jabbar sheikh fatah center health (dr. nabaz) for treatment of skin diseases,Other,010109,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-15 07:34:55,45.44,35.5484
4211,printing and receipts department / هۆبه‌ى چاپه‌مه‌نى و پسووڵه‌,printing and receipts department,Health Sector,0101022,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-14 07:34:55,45.4454,35.5619
4212,engineering department / بەشی ئەندازە,engineering department,Health Sector,0101023,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-13 07:34:55,45.4449,35.5615
4213,oxygen manufacturing factory / کارگەی بەرهەمهێنانی ئۆکسجینی پزیشکی, oxygen manufacturing factory,Health Sector,0101025,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-14 07:34:55,45.4621,35.5256
4214,harem storage for drugs and medical supplies / بەرێوەبەرایەتی دەرمان وپێداویستیە پزیشکیەکانی هەرێم کۆگای(ب),harem storage for drugs and medical supplies,Health Sector,0101024,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-15 07:34:55,45.3864,35.5584
4216,shahid jabbar sheikh fatah (dr. nabaz) evening consultation clinic / نۆرینگەی پزیشکی راويزكارى سەنتەری شەهید جبار شێخ فتاح(د.نەبەز) ئێواران,shahid jabbar sheikh fatah (dr. nabaz) evening consultation clinic,Public Health Clinic,010109,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-15 07:34:55,45.44,35.5484
4217,shorsh specialty dental clinic / کلینیکی پسپۆری شورشی ددانی ئێواران,shorsh specialty dental clinic,Public Health Clinic,0101030,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-14 07:34:55,45.4517,35.541
4218,shar hospital evening consultation clinic / کلینیکی راوێژکاری ئێوارانی نەخۆشخانەی شار,shar hospital evening consultation clinic,Public Health Clinic,0101029,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-13 07:34:55,45.4425,35.5813
4219,sarchnar specialty clinic / کلینیکی پسپۆری سەرچنار,sarchnar specialty clinic,Public Health Clinic,0101028,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-13 07:34:55,45.3815,35.5832
4220,karezawshk public health center / نۆرینگەی میللی کارێزە ووشک /ئێواران,karezawshk public health center,Public Health Clinic,0101026,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-13 07:34:55,45.4256,35.5818
4221,bakhtiari public health center / عياده‌ى پزيشكى ميللى به‌ختيارى,bakhtiari public health center,Public Health Clinic,0101027,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-13 07:34:55,45.399,35.574
4222,Piraerdy Specialty dental society / كومةلگةى پيرةميردى پسپورى ددان,Piraerdy Specialty dental society,Other,010106,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-25 07:34:55,45.446,35.5604
4223,Orthodontic teaching center / سەنتەری ڕاست کردنەوەی دادنی فێرکاری,Orthodontic teaching center,Other,010107,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-25 07:34:55,45.487,35.5598
4224,Premarital Counseling Clinic / كلينيكى راويزكارى پيش هاوسةرگيرى,Premarital Counseling Clinic,Public Health Clinic,010109,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-25 07:34:55,45.4444,35.5621
4225,Kwestan Primary Healthcare Center (main)  / مەڵبەندی تەندروستی کوێستان,Kwestan Primary Healthcare Center (main) ,Primary Health Care Center - Main,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-04 07:34:55,45.4005,35.58907
4226,(main) Shahid Kamal Muhammad saeid primary healthcare center  / مەڵبەندی تەندروستی شەهید کمال محمد سعید,(main) Shahid Kamal Muhammad saeid primary healthcare center ,Primary Health Care Center - Main,0101015,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-04 07:34:55,45.386328,35.538945
4228,Sulaimaniyah Polytechnic University Primery Health Care Cente - Branchr / بنکەی تەندروستی زانکۆی پۆلیتەکنیکی سلێمانی, Sulaimaniyah Polytechnic University Primery Health Care Cente - Branchr,Primary Health Care Center - Branch,0101025,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-12 07:34:55,45.3964,35.5425
4229,Breast Disease Treatment Center / کلینیکی چارەسەری نەخۆشیەکانی مەمک,Breast Disease Treatment Center,Other,010106,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-12 07:34:55,45.4403,35.5817
4230,Rheumatology and neuropathy consultancy center  / سەنتەری ڕاوێژکاری ڕۆماتیزم و ڕاهێنانی پزیشکی,Rheumatology and neuropathy consultancy center ,Other,010108,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-25 07:34:55,45.446077,35.56175
4231,Chest and Respiratory Disease Consultation Center / سەنتەری ڕاوێژکاری نەخۆشیەکانی سنگ و هەناسە,Chest and Respiratory Disease Consultation Center,Other,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-29 07:34:55,45.44428,35.56229
4232,Ali  Kamal consultation center / کلینیکی ڕاوێژکاری علي كمال,Ali  Kamal consultation center,Public Health Clinic,0101019,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-25 07:34:55,45.4464,35.5614
4233,Fayaq Haji Ali Dental Center / سةنتةرى بزيشكى ددان  فايةق. حاجى على,Fayaq Haji Ali Dental Center,Other,010108,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-25 07:34:55,45.3807,35.5732
4234,Immediate first aid center 122 / سەنتەری فریاکەوتنی خێرای 122,Immediate first aid center 122,Immediate First Aid Center,0101010,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-28 07:34:55,45.446235,35.581417
4235,Shahid Dr. Hemn psychiatric hospital / نەخۆشخانەی دەروونی شەهید دکتۆر هێمن,Shahid Dr. Hemn psychiatric hospital,Specialized Center,0101020,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-25 07:34:55,45.444183,35.563304
4236,Dialysis Center / سەنتەری گورچیلەی دەستکرد,Dialysis Center,Other,010108,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-12 07:34:55,45.4565,35.5205
4237,"Ear, Nose, Throat teaching center / سەنتەری فێرکاری پزیشکی و نەشتەرگەری قوڕگ و لووت و گوێ","Ear, Nose, Throat teaching center",Other,010106,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-24 07:34:55,45.442734,35.565198
4238,burn and plastic surgery hospital / نه‌خۆشخانه‌ى سوتاوى و نه‌شته‌رگه‌رى جوانكارى,burn and plastic surgery hospital,Specialized Center,0101019,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-13 07:34:55,45.4443,35.5609
4239,Heart Specialties Hospital  / نەخۆشخانەی پسپۆرییەکانی دڵ,Heart Specialties Hospital ,Hospital,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-13 07:34:55,45.44278,35.56328
4240,Emergency maternity teaching hospital  / نەخۆشخانەی مناڵبوونی فریاکەوتنی فێرکاری سلێمانی,Emergency maternity teaching hospital ,Hospital,0101022,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-26 07:34:55,45.445951,35.56119
4242,Surgical teaching hospital  / نەخۆشخانەی نەشتەرگەری فێرکاری,Surgical teaching hospital ,Hospital,0101020,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-26 07:34:55,45.443324,35.564546
4243,Shahid Tahir Ali Wally bag Hospital / نەخۆشخانەی شهید تاهیر علی والی بگ,Shahid Tahir Ali Wally bag Hospital,Hospital,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-05 07:34:55,45.38562,35.58573
4244,Shahid Dr. Aso Hospital / نەخۆشخانەی شەهید دكتور ئاسۆ,Shahid Dr. Aso Hospital,Specialized Center,0101021,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-04 07:34:55,45.452866,35.533799
4245,Bakh Primary Healthcar Center(branch)  / بنکەی تەندروستی باخ,Bakh Primary Healthcar Center(branch) ,Primary Health Care Center - Branch,010502,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-18 07:34:55,45.17322,35.63724
4246,Western Kurdish primary healthcare center /Arbat Refugee Camp / بنکەی تەندروستی کوردانی رۆژئاوا/کەمپی پەنابەرانی عەربەت,Western Kurdish primary healthcare center /Arbat Refugee Camp,Primary Health Care Center - Branch,010801,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-20 07:34:55,45.60723,35.37579
4247,Department of Chronic Diseases / بەشی نەخۆشیە درێژخایەنەکان,Department of Chronic Diseases,Other,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-29 07:34:55,45.44627,35.56045
4248,Sulaimani Institute of Forensic medicine  / پەیمانگای پزیشکی دادوەری سلێمانی,Sulaimani Institute of Forensic medicine ,Forensic Medicine Center,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-24 07:34:55,45.44514,35.56195
4249,Health Development and Training Center / سەنتەری پەرەپێدان و راهێنانی تەندروستی,Health Development and Training Center,Other,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-24 07:34:55,45.44442,35.562
4250,German hospital for the treatment of diseases of the respiratory Diseases / نەخۆشخانەی المانی بۆ چارەسەری نەخۆشیەکانی کۆئەندامی هەناسە,German hospital for the treatment of diseases of the respiratory Diseases,Specialized Center,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-30 07:34:55,45.45948,35.52047
4251,Alyawa Primary Healthcare center (branch) / بنکەی تەندروستی ئالیاوای خواروو,Alyawa Primary Healthcare center (branch),Primary Health Care Center - Branch,010104,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-31 07:34:55,45.41337,35.45742
4252,Thalassemia and Inherited Blood Disorders center / سەنتەری سالاسیمیا و نەخۆشیە بۆماوەییەکانی خوێن,Thalassemia and Inherited Blood Disorders center,Other,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-25 07:34:55,45.44353,35.56366
4253,Arbat IDP Primary Healthcare Center (branch) / بنکەی تەندروستی کەمپی عەربەت IDP,Arbat IDP Primary Healthcare Center (branch),Primary Health Care Center - Branch,010801,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-20 07:34:55,45.59035,35.43373
4254,Dr. Jamal Ahmad Rashid Pediatrics Consultation clinic  / راوێژکاری د.جمال احمد رشیدی مناڵان,Dr. Jamal Ahmad Rashid Pediatrics Consultation clinic ,Public Health Clinic,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-13 07:34:55,45.44383,35.5622
4255,Shahid Rebaz evening Consultation Clinic  / کلینیکی راوێژکاری ئێوارانی شەهید رێباز,Shahid Rebaz evening Consultation Clinic ,Public Health Clinic,010102,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-14 07:34:55,45.34936,35.5527
4256,Shahid Shamal Public Health Center / نۆرینگەی میللی شەهید شەماڵ,Shahid Shamal Public Health Center,Public Health Clinic,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-09 07:34:55,45.43389,35.56978
4257,Ashty camp Primary Healthcare center (branch) DHCC  / بنکەی تەندروستی کەمپی ئاشتی ئاوارەکانی ناوەخۆ,Ashty camp Primary Healthcare center (branch) DHCC ,Primary Health Care Center - Branch,010801,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-20 07:34:55,45.60125,35.4124
4258,Childrens heart hospital / نەخۆشخانەی دڵی مناڵان,Childrens heart hospital,Hospital,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-14 07:34:55,45.44222,35.56324
4259,Sulaimani Directorate of disease Prevention  / بەرێوەبەرایەتی خۆپاراستنی تەندروستی سلێمانی,  Sulaimani Directorate of disease Prevention ,Health Sector,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-05 07:34:55,45.45068,35.55609
4261,public Health Center one / نۆرینگەی پزیشکی میللی یەک,public Health Center one,Public Health Clinic,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-13 07:34:55,45.44629,35.56037
4262,Shahid Hama Rash evening Specialty Clinic / کلینیکی پسپۆری شەهید حمە رەش ئێواران,Shahid Hama Rash evening Specialty Clinic,Public Health Clinic,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-09 07:34:55,45.41724,35.5555
4263,Cardiology specialty Evening Consultation Clinic / کلینیکی راوێژکاری ئێوارانی نەخۆشخانەی پسپۆریەکانی دڵ, Cardiology specialty Evening Consultation Clinic,Public Health Clinic,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-13 07:34:55,45.44278,35.56328
4264,Sarwari Public Health Center / نۆرینگەی پزیشکی میللی سەروەری,Sarwari Public Health Center,Public Health Clinic,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-13 07:34:55,45.41555,35.58907
4265,Shahid Rafiq Hama Jan Public Health Center / نۆرینگەی میللی شەهید د.رفیق حمە جان,Shahid Rafiq Hama Jan Public Health Center,Public Health Clinic,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-13 07:34:55,45.41689,35.54688
4266,Respiratory intensive care center / سەنتەری چاودێری چری کۆئەندامی هەناسە,Respiratory intensive care center,Other,010101,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-13 07:34:55,45.45886,35.5197
4267,Ashty Camp Primary Healthcare center (dental service)  / بنكەی تەندروستی ددانی کەمپی ئاشتی,Ashty Camp Primary Healthcare center (dental service) ,Primary Health Care Center - Branch,010801,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-20 07:34:55,45.60394,35.41645
4268,Kurdistan Audiology Center / سەنتەری ئۆدیۆلۆجی,Kurdistan Audiology Center,Other,010105,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-14 07:34:55,45.4402,35.5813
4270,General Directorate of Health / Sulaimaniyah / بەرێوەبەرایەتی گشتی تەندروستی سلێمانی,General Directorate of Health / Sulaimaniyah,Health Sector,010109,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-14 07:34:55,45.4592,35.5185
4272,Directorate of Automotive Equipment Affairs / بەریوەبەرایەتی کاروباری ئامێرە ئۆتۆمبیلەکان,Directorate of Automotive Equipment Affairs,Health Sector,0101011,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-14 07:34:55,45.4418,35.5633
4273,Textile Factory Primary Health Care Center - Branch / بنکەی تەندروستی کارگەی مافوور,Textile Factory Primary Health Care Center - Branch,Primary Health Care Center - Branch,0101021,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-14 07:34:55,45.4288,35.555
4274,Industrial Area Health Care Center - Branch / بنکەی تەندروستی ناوچەی پیشەسازی,Industrial Area Health Care Center - Branch,Primary Health Care Center - Branch,0101022,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-15 07:34:55,45.3847,35.5574
4276,Breast Disease Treatment Clinic / evening  / کلینیکی چارەسەری نەخۆشیەکانی مەمک(ئێواران), Breast Disease Treatment Clinic / evening ,Public Health Clinic,0101027,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-15 07:34:55,45.4403,35.5817
4277,Shahid Hama Saed Setalany Public health Center / عیادەی میللی شەهید حمە سعید سێتەلانی,Shahid Hama Saed Setalany Public health Center,Public Health Clinic,0101030,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-15 07:34:55,45.4152,35.6055
4278,Radiation Center in Shar Hospital  / سەنتەری تیشک لە نەخۆشخانەی شار, Radiation Center in Shar Hospital ,Other,0101029,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-15 07:34:55,45.4425,35.5813
4279,Radiation Center Evening Consultaion Clinic / کلینیکی راوێژکاری ئێوارانی سەنتەری تیشک,Radiation Center Evening Consultaion Clinic,Public Health Clinic,0101028,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-03-15 07:34:55,45.4428,35.5645
4280,Shahid Hadi consultancy evening clinic / کلینیکی ڕاوێژکاری شەهید هادی پسپۆڕی ئێواران,Shahid Hadi consultancy evening clinic,Public Health Clinic,0101022,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-05 07:34:55,45.444493,35.561219
4281,Shahid Dr. Aso specialty clinic/ MRI department / کلینیکی پسپۆڕی شەهید د.ئاسۆ بەشی MRI,Shahid Dr. Aso specialty clinic/ MRI department,Public Health Clinic,0101029,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-13 07:34:55,45.4529,35.5337
4282,Delegates Analytical Laboratory / تاقیگەی شیکاری شاندکراوەکان,Delegates Analytical Laboratory,Public Health Clinic,0101026,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-13 07:34:55,45.4417,35.5644
4283,Sulaimani Births and deaths registration office / نووسینگەی تۆمارکردنی لەدایک بوون و مردن لە سلێمانی,Sulaimani Births and deaths registration office,Other,0101024,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-01-30 07:34:55,45.433615,35.551848
4284,Tangaro Incinerator / سوتێنگەی تانجەرۆ,Tangaro Incinerator,Other,0101030,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-13 07:34:55,45.4317,35.4885
4285,Shahid Dr. Aso consultancy clinic / کلینیکی ڕاوێژکاری شەهید د.ئاسۆ,Shahid Dr. Aso consultancy clinic,Public Health Clinic,0101028,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-13 07:34:55,45.4229,35.5337
4286,Radiology evening Consultancy clinic/ teaching hospital  / کلینیکی ڕاوێژکاری ئێواران بەشی تیشک نەخۆشخانەی فێرکاری,Radiology evening Consultancy clinic/ teaching hospital ,Public Health Clinic,0101027,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-13 07:34:55,45.4435,35.5646
4287,Standing medical committee department / هۆبەی لیژنەی پزیشکی هەمیشەیی,Standing medical committee department,Other,0101025,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-02 07:34:55,45.44406,35.561932
4288,Shahid Ali Qadr consultancy committee  / لیژنەی ڕاوێژکاری شەهید علی قادر,Shahid Ali Qadr consultancy committee ,Other,0101025,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-05 07:34:55,45.4442,35.5619
4289,General laboratory clinic for premarital tests/ evening / کلینیکی تاقیگەی گشتی و هاوسەرگیری ئێواران,General laboratory clinic for premarital tests/ evening,Public Health Clinic,0101023,Soleimani / Nowshar Soleimani sector,Nowshar Soleimani sector / قطاع ناوشار سليماني,2023-02-05 07:34:55,45.4417,35.5644
